customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
14318.44839,22697,5.231108616854587,35,39,1,8,6.795482036499351
5107.071054,70174,4.174387269895637,18,80,0,7,4.86676738710693
17223.89108,85378,4.68213122712422,7,4,0,2,6.243389899847644
7516.831717,31477,4.553876891600541,22,77,0,3,4.996879488667567
5389.499465,66429,4.919980925828125,35,93,0,1,4.072660911910862
6275.155361,0,4.51085950651685,15,55,0,3,6.803773854163464
4722.237214,0,4.189654742026425,29,32,0,3,6.486905979208648
6282.317743,0,5.153291594497779,23,6,0,1,4.9590637083576805
7986.191274,74217,4.61512051684126,35,3,0,6,6.037884103606116
6503.219978,46298,4.48863636973214,11,82,3,4,4.862077016485449
4881.753428,0,4.912654885736052,0,86,0,1,6.47543271670409
2514.59196,43860,4.189654742026425,15,58,0,1,5.057041119575337
7955.442668,0,4.248495242049359,11,5,0,2,5.8057371971791945
4809.21696,48029,4.127134385045092,7,52,0,9,5.682899263739777
9696.548818,86830,4.820281565605037,18,5,0,3,6.176975275583537
8709.321889,0,4.356708826689592,29,21,0,2,6.234607916078996
2858.452328,40706,4.276666119016055,30,96,0,1,5.11873109744157
5233.949019,69231,4.189654742026425,19,7,0,9,5.26911038501033
13494.76017,0,4.890349128221754,13,33,0,2,6.857934583998181
6870.607058,0,4.663439094112067,5,87,0,3,6.6293632534374485
5652.72374,16171,4.31748811353631,8,36,0,4,5.743016546694611
2345.262087,51397,4.127134385045092,20,61,0,1,5.682899263739777
19688.31898,83879,4.248495242049359,3,66,0,2,5.361989035515305
7247.206475,63267,4.532599493153256,22,31,0,8,6.2754024978255964
6085.304178,44712,4.418840607796598,19,14,2,8,6.289315045440363
5480.070226,59311,4.248495242049359,8,38,0,9,2.76082024455891
6876.309925,81957,4.465908118654584,23,76,0,4,6.074026871725269
5368.887709,59601,4.219507705176107,28,2,0,6,5.776413165691109
8283.066678,71034,4.6443908991413725,26,15,0,3,6.2053655170552595
5384.671725,13103,4.290459441148391,21,32,0,7,6.129058164277276
3508.569533,20978,4.59511985013459,19,96,1,1,7.070960952617168
8427.172486,46503,5.375278407684165,4,21,1,1,6.940222469119639
4553.809528,61064,4.736198448394496,32,77,0,1,6.293001764712523
4318.433036,17572,4.709530201312334,0,35,0,1,6.462670184901907
14091.19449,99823,4.762173934797756,2,64,0,2,5.526183301834072
8693.631249,17453,4.77912349311153,12,70,1,9,6.341064522374751
6661.181553,55663,5.117993812416755,19,63,0,1,5.276786108730651
2654.380994,73196,4.204692619390966,0,93,1,1,4.463719714349427
4428.031583,58577,4.709530201312334,6,62,0,1,5.719894482995165
5738.277584,88055,4.276666119016055,11,37,0,6,5.825196073317222
5815.049178,0,4.394449154672439,17,96,0,5,5.953243334287785
4425.905071,80892,4.709530201312334,15,76,0,1,6.270988431858299
2574.020376,34990,4.189654742026425,23,73,0,1,3.777099444186439
2832.513487,37124,4.290459441148391,4,17,0,1,6.067311057663357
4876.315707,22236,4.143134726391533,3,45,0,4,6.0171933275690135
5181.620895,97131,4.174387269895637,5,80,0,6,5.730748922886015
5947.215835,67760,4.31748811353631,19,19,0,3,6.1447829942971355
2563.863345,0,4.248495242049359,13,74,0,1,4.59199481066507
15144.40954,0,4.143134726391533,6,44,1,2,5.73220660751388
5558.304507,37473,4.2626798770413155,0,92,0,3,5.820082930352362
8109.364607,32314,4.23410650459726,17,77,0,2,5.791182664937034
15638.57599,49214,4.634728988229636,0,82,3,2,5.91976016171617
8334.317162,49851,4.248495242049359,27,85,1,2,5.8057371971791945
10418.31143,27951,4.5217885770490405,32,4,0,2,6.081762185088762
6846.150323,0,4.564348191467836,13,20,0,5,6.124683390894205
9403.875138,56410,4.770684624465665,13,73,0,3,6.263394891157369
16985.49688,22497,5.3612921657094255,15,71,0,7,6.926184414450504
21101.21422,61347,4.672828834461906,27,66,0,2,6.405621440307323
2914.955295,37803,4.31748811353631,26,51,0,1,5.875492370855561
8593.866533,91276,4.663439094112067,14,4,0,4,6.22455842927536
6861.745956,30816,4.477336814478207,10,43,0,4,5.4746641515544665
2680.900678,41968,4.219507705176107,11,96,0,1,5.216063941622183
15797.98978,35754,5.298317366548036,21,54,0,3,6.419952222023523
2863.312165,36706,4.276666119016055,4,45,0,1,6.079031383551443
30061.69259,48258,5.521460917862246,12,86,0,2,7.086905144610457
10682.7619,52965,4.90527477843843,6,77,3,4,4.440474571582569
2746.90319,0,4.442651256490317,25,44,0,1,6.406549898593137
2388.949198,0,4.189654742026425,8,5,0,1,6.123905635566878
13776.74135,62634,4.762173934797756,10,89,0,2,4.812330125235279
17263.64048,96917,4.127134385045092,24,2,0,2,4.289667017674785
4669.22664,76157,4.762173934797756,15,80,0,1,6.3240004751933885
4673.196379,53219,4.770684624465665,24,36,0,1,6.332568896055757
4347.591949,81412,4.700480365792417,1,29,0,1,5.844396703007825
33873.18123,59744,4.663439094112067,1,79,0,2,6.168535711348589
9100.787395,38898,4.770684624465665,26,68,0,3,6.332568896055757
6358.251692,0,4.553876891600541,19,98,2,4,2.94122217922992
2628.468543,99961,4.204692619390966,6,54,2,1,5.761422254102616
7193.101159,30886,4.5217885770490405,7,53,0,4,4.6484668695380185
5039.869278,35984,4.859812404361672,7,68,3,1,5.622491544666111
3962.825542,0,4.836281906951478,27,97,4,1,6.292609709089122
6425.709981,0,5.204006687076795,13,16,0,1,7.173345104959102
15672.69696,0,4.941642422609304,4,35,0,2,6.504587529922656
3237.996209,60244,4.430816798843313,3,72,3,1,5.790821680425274
12992.27561,0,4.290459441148391,8,61,0,2,6.252674299228648
22217.96796,37553,5.236441962829949,34,7,0,2,6.8008379966360595
4931.258363,0,4.30406509320417,24,47,0,3,6.266441247062209
4330.38602,60475,4.68213122712422,9,18,0,1,6.243389899847644
8296.176276,0,4.718498871295094,3,59,0,9,6.513106438576772
8334.359986,0,4.919980925828125,7,61,2,3,6.887756632475448
5348.071007,25545,4.248495242049359,19,49,0,9,5.8057371971791945
2398.740007,24182,4.204692619390966,12,32,0,1,5.761422254102616
6622.05254,80979,4.442651256490317,32,27,2,3,3.294399277613573
4155.946211,0,4.143134726391533,8,20,0,7,6.1034530490560295
8430.059143,0,4.31748811353631,20,3,0,2,3.881612580258716
2545.518369,29250,4.174387269895637,27,30,0,1,5.734120235566573
5004.583872,33566,4.1588830833596715,25,56,1,4,5.328086374850079
2899.702858,65247,4.290459441148391,14,55,0,1,5.946043911695038
6767.806751,39650,4.465908118654584,18,8,0,6,6.827993168270924
3123.080994,0,4.624972813284271,1,83,4,1,6.868094483967037
8184.691323,82680,4.23410650459726,8,86,0,2,5.791182664937034
7636.279594,0,4.718498871295094,30,86,0,3,6.684861696423135
9227.567263,0,4.867534450455582,15,42,0,3,6.430042006666349
7587.337272,0,4.248495242049359,17,60,0,2,6.135004337897259
2191.133237,0,4.127134385045092,9,16,1,1,6.087229169092361
5004.135361,86834,4.174387269895637,2,93,0,8,0.09440704482795124
4794.931261,46143,4.812184355372417,15,85,0,1,5.411772633129007
26730.06042,21275,5.484796933490655,3,58,0,2,7.050122520269059
4260.765808,47746,4.672828834461906,9,4,0,1,5.512205288368201
15477.27854,51675,5.2832037287379885,11,86,0,5,6.847792937809454
5126.836814,85522,4.174387269895637,1,56,0,3,5.112004306292411
4068.092649,0,4.1588830833596715,3,35,4,4,6.625691593792484
17712.20524,0,4.442651256490317,17,5,0,2,6.452512889389513
9775.816061,55632,4.820281565605037,35,98,0,7,6.172973271559883
20534.39224,0,4.543294782270004,24,25,0,2,6.508172834032128
5800.188903,0,4.3694478524670215,32,37,0,5,5.927992124152408
3319.620511,69152,4.499809670330265,8,83,4,1,5.404295405499101
6529.431827,13476,4.219507705176107,3,30,2,2,6.074398872330584
7602.663689,0,4.663439094112067,2,84,0,5,6.819512557653679
2839.808041,33252,4.276666119016055,20,4,0,1,6.0129032935642925
3288.209809,0,4.634728988229636,16,1,1,1,6.600414568867172
15031.5645,59456,5.247024072160486,11,7,0,8,6.811464618663851
5055.902381,88989,4.1588830833596715,19,28,1,3,5.454231466350237
8012.917253,0,4.68213122712422,17,39,0,5,6.243389899847644
8300.70769,17034,4.736198448394496,11,40,0,6,6.297845696992248
2516.103555,88435,4.143134726391533,16,61,0,1,4.92190237792622
2749.407985,71445,4.2626798770413155,6,95,2,1,5.820082930352362
8071.334962,72149,4.624972813284271,18,43,0,6,4.252916397181117
2867.312197,23376,4.3694478524670215,19,18,0,1,5.927992124152408
7285.030983,44788,4.127134385045092,6,48,0,2,5.958505433956192
4118.588554,69379,4.6443908991413725,14,79,0,1,6.2053655170552595
5293.368089,38521,4.90527477843843,15,71,0,1,6.324688684002825
13265.96256,34482,4.219507705176107,4,6,0,2,4.440650538741605
2369.439009,0,4.23410650459726,35,35,0,1,6.191023364207876
9816.528302,37256,4.143134726391533,15,7,0,2,4.867301569494763
21914.40548,77311,5.204006687076795,18,36,0,2,4.741530767680268
5143.88351,39268,4.204692619390966,30,96,1,9,5.246341876359942
3136.698216,59644,4.382026634673881,15,94,0,1,5.940697430054329
7713.819259,0,4.23410650459726,2,33,0,2,5.791182664937034
2867.312197,23376,4.3694478524670215,19,18,0,1,5.927992124152408
11516.40557,50854,4.30406509320417,15,72,0,2,4.6297595932529765
15025.19126,35158,4.343805421853684,14,27,0,2,5.1177459074393585
4013.849907,15413,4.672828834461906,4,67,0,1,6.234018491942015
3288.825448,17860,4.605170185988092,16,0,2,1,6.487871101440124
13736.1325,16181,5.204006687076795,22,79,0,8,7.140706472950236
3890.87081,91182,4.574710978503383,8,90,0,1,5.522024387083643
5701.277221,41154,4.290459441148391,6,7,1,8,5.848171377281505
2590.214327,18746,4.23410650459726,21,93,0,1,5.791182664937034
3223.331519,70277,4.394449154672439,23,4,0,1,4.452238166625764
4912.025292,0,4.204692619390966,23,38,0,4,6.506021232299639
6532.010543,24919,4.442651256490317,21,2,1,5,6.043631752648919
8012.124825,0,4.382026634673881,22,82,0,2,5.817807649500903
3731.504584,0,4.574710978503383,31,34,0,1,6.135131896920395
2702.380487,46370,4.23410650459726,28,86,1,1,5.791182664937034
23207.24981,89918,4.7535901911063645,14,42,0,2,6.050008745166395
3347.028677,37138,4.454347296253507,4,13,0,1,6.418364935936212
8382.630118,19683,4.770684624465665,17,41,1,9,6.332568896055757
11793.12528,32214,4.61512051684126,5,6,0,2,5.695619239262939
2965.71995,26472,4.31748811353631,22,31,0,1,5.875492370855561
5646.323845,39841,4.290459441148391,9,40,0,5,6.089336685473868
2452.491364,51085,4.143134726391533,4,58,1,1,6.011026951925602
5953.213546,61006,4.31748811353631,6,99,0,9,4.316415925614882
12883.81001,34148,4.700480365792417,27,30,0,2,6.114935268282662
2471.528431,95697,4.127134385045092,16,55,0,1,4.747303445003037
2927.07045,75685,4.30406509320417,35,47,0,1,5.9159823133969605
8400.788878,20870,4.290459441148391,20,90,0,2,5.848171377281505
2729.126448,66900,4.23410650459726,15,20,0,1,5.791182664937034
7643.068919,0,4.672828834461906,22,51,1,8,6.234018491942015
2493.591571,37043,4.23410650459726,25,89,3,1,3.4652650419621596
4170.572119,42837,4.672828834461906,15,39,0,1,5.675316272942587
4908.207958,33305,4.143134726391533,3,12,0,5,5.871495032222083
3891.583881,0,4.6443908991413725,8,35,0,1,6.32665300110423
2682.423898,24823,4.248495242049359,23,66,0,1,5.439291873469574
10003.24729,98192,4.442651256490317,2,64,1,2,6.001909804969521
13094.60875,88249,4.6913478822291435,9,71,0,2,5.504533416706922
5719.785738,54585,4.276666119016055,33,39,1,3,5.83422577068149
9393.968332,39770,4.770684624465665,11,37,0,3,6.332568896055757
3433.82408,85367,4.454347296253507,27,20,0,1,4.233747643112729
4932.878744,74809,4.127134385045092,7,35,0,3,5.6517428808038375
13610.10746,50144,4.74493212836325,0,35,0,2,6.669414566065296
2913.323811,20075,4.382026634673881,7,2,1,1,6.183595715283627
5111.304579,76448,4.1588830833596715,9,13,0,3,5.715052066914432
4540.381153,59556,4.736198448394496,11,86,0,1,6.525769949742189
5598.273622,14174,4.290459441148391,1,62,0,8,5.848171377281505
9638.066778,35230,4.127134385045092,27,2,1,2,2.8457673877217866
9801.287358,0,4.5217885770490405,33,38,0,2,6.081762185088762
5504.139033,0,4.30406509320417,18,45,0,5,5.861925175752996
8447.801005,0,4.74493212836325,2,45,0,7,6.306640183868685
19927.63513,51352,4.204692619390966,21,87,3,2,4.57121390178013
5815.261714,76675,4.290459441148391,5,38,0,9,4.960874635149075
18690.34066,0,4.23410650459726,6,94,0,2,5.791182664937034
7224.235434,0,4.290459441148391,27,21,2,2,5.698498633052625
8595.982289,94242,4.276666119016055,35,7,1,2,3.7431186500694023
12362.08766,0,4.736198448394496,4,92,0,2,5.3887352348522555
4916.303715,71153,4.812184355372417,1,94,0,1,5.347199136045382
8935.274872,63326,5.420534999272286,5,99,0,1,6.985641817639208
5433.214031,29629,4.276666119016055,21,51,4,5,5.435656454441159
4847.24253,0,4.248495242049359,0,32,0,7,6.397184159493852
5714.165863,23726,4.31748811353631,1,83,0,9,5.875492370855561
10097.68732,48999,4.465908118654584,6,65,3,2,6.025382765311443
4726.869327,13037,4.8283137373023015,28,49,0,1,6.733816643911064
7079.790277,24245,4.1588830833596715,0,22,0,2,5.715052066914432
5395.434909,44047,4.927253685157205,12,38,0,1,6.87753544181514
9452.996411,91942,4.770684624465665,34,61,0,3,6.332568896055757
5284.312599,37640,4.219507705176107,25,74,0,4,5.165053646667397
20215.3918,77058,4.1588830833596715,16,42,0,2,4.790246619621825
2510.054168,0,4.30406509320417,29,38,0,1,6.266441247062209
19884.91592,63755,4.143134726391533,28,40,0,2,5.679697096661578
4014.453113,37384,4.605170185988092,9,17,0,1,6.165837934052762
2540.689797,42557,4.189654742026425,4,35,0,1,4.070091554657946
27382.81893,45473,4.343805421853684,10,29,0,2,5.246699793271981
4875.31604,10743,4.2626798770413155,12,64,2,8,5.820082930352362
12324.2654,0,4.736198448394496,5,90,0,2,6.702697195214312
2280.386988,0,4.127134385045092,16,29,0,1,5.652073995845911
4165.994433,0,4.174387269895637,27,32,3,5,6.35765223458836
4974.801539,75644,4.189654742026425,5,68,3,9,6.1501839984716
2404.917967,63455,4.127134385045092,26,71,0,1,5.665231576326876
3032.816016,73782,4.343805421853684,11,97,0,1,4.724037557983722
2891.272351,80590,4.276666119016055,4,19,0,1,4.906447342568189
15261.41386,59797,4.852030263919617,4,50,0,2,6.414442080300778
5015.009472,48567,4.875197323201151,12,15,0,1,6.437751649736401
5325.394799,62470,4.204692619390966,34,84,0,4,5.500304866460713
5291.395332,57338,4.204692619390966,9,85,0,3,5.761422254102616
16107.19004,63288,5.298317366548036,12,92,0,5,6.326924160485007
7605.637524,55281,5.262690188904886,22,68,1,1,6.82719577112372
3065.365332,22985,4.356708826689592,4,65,0,1,6.129172324608618
6245.575806,39608,4.3694478524670215,14,15,1,7,3.1764365232115344
9406.381948,99189,4.770684624465665,27,27,0,3,4.334708416035904
7815.46882,0,4.727387818712341,27,46,0,4,6.354548075383036
9747.99401,0,4.532599493153256,7,89,0,2,6.2448669157901415
4686.469674,58089,4.77912349311153,31,83,0,1,6.341064522374751
8869.619888,81350,4.709530201312334,1,28,0,9,5.434533176647775
4741.808942,0,4.189654742026425,2,73,0,8,6.596175609398097
24178.68478,43704,5.308267697401205,29,67,0,2,6.971182712778213
7951.777533,75497,4.61512051684126,5,72,0,3,4.287349693081913
6762.082924,40372,4.454347296253507,15,17,0,4,4.356397406408457
3044.78946,17489,4.454347296253507,31,28,0,1,6.37789815802271
5908.16294,86277,4.31748811353631,19,33,0,3,5.361478153107532
4574.547243,0,4.1588830833596715,3,5,0,6,6.119417911418443
8377.499751,0,4.31748811353631,14,38,0,2,5.875492370855561
22332.43946,49078,4.584967478670572,10,3,0,2,6.184176542101578
5838.89915,81082,4.30406509320417,5,85,0,4,5.642955822224622
7577.065297,0,4.762173934797756,20,9,2,6,6.728867818922465
8012.841201,40635,4.634728988229636,4,45,0,6,6.195629131824389
9217.978125,26351,4.787491742782046,14,87,0,7,6.34948858061601
2749.189304,0,4.394449154672439,15,83,0,1,6.71597382895882
3588.87609,42836,4.499809670330265,32,99,0,1,5.5036228533881975
3954.538361,40175,4.634728988229636,34,78,1,1,5.048069508564475
3230.576665,62873,4.406719247264253,0,41,0,1,5.34114627387091
5158.648497,0,4.31748811353631,24,98,0,5,6.380015676953156
2776.582901,50985,4.276666119016055,7,31,0,1,5.7323353018187815
12836.00951,0,4.762173934797756,6,28,0,2,6.728867818922465
28421.57022,42803,5.5053315359323625,21,56,0,2,6.7915452777081855
2276.392936,0,4.248495242049359,34,13,1,1,6.439319621426054
3895.961837,35970,4.59511985013459,29,81,0,1,6.155706990502031
4247.683347,44537,4.672828834461906,13,42,0,1,6.0933599444215405
6005.847375,13528,4.465908118654584,21,35,0,3,6.025382765311443
2719.506996,14030,4.290459441148391,11,3,0,1,5.848171377281505
4185.757242,0,4.174387269895637,0,56,0,3,6.201815551597152
33473.34946,33190,4.672828834461906,18,95,0,2,6.234018491942015
7331.508054,0,4.61512051684126,1,25,0,4,4.136449685180853
9320.284812,21033,4.77912349311153,5,22,0,8,6.606617070785042
3312.323945,26285,4.442651256490317,7,1,0,1,6.001909804969521
5560.278162,0,4.31748811353631,29,52,0,8,4.203990955371886
8214.602384,73245,4.23410650459726,33,48,0,2,5.723981634434095
8647.139152,0,4.787491742782046,5,31,0,3,5.504583951682831
4446.738622,0,4.127134385045092,32,42,0,3,6.425321686430143
7769.841954,74365,5.267858159063328,11,85,0,1,6.83238497195736
3911.118202,30821,4.584967478670572,27,59,0,1,6.114388184976717
2731.520409,69844,4.23410650459726,5,9,0,1,5.222406137965824
8401.788653,0,4.8283137373023015,15,86,0,8,6.390576181243971
5875.038074,55836,4.30406509320417,8,87,0,7,5.755540246990501
6188.379423,40352,4.356708826689592,31,33,0,3,6.009715071004811
4506.577736,14985,4.762173934797756,12,45,0,1,6.3496974263350605
10548.53703,27458,4.882801922586371,18,62,1,3,6.594924293684189
35203.57475,56343,5.69035945432406,11,69,0,2,7.3864475034520645
8193.750001,12780,4.718498871295094,17,53,2,6,5.422467193329403
5313.436344,68558,4.882801922586371,16,11,0,1,5.641565803493145
4379.770178,47747,4.718498871295094,31,76,0,1,5.11552684380674
20885.55547,16113,4.406719247264253,27,19,0,2,6.206356136443781
2771.963072,0,4.382026634673881,6,55,0,1,5.940697430054329
5461.548993,39626,4.248495242049359,23,0,0,3,6.187659938546478
2570.235172,49304,4.189654742026425,28,48,0,1,5.746203190540153
2227.072755,27972,4.127134385045092,7,38,0,1,5.682899263739777
5394.000979,27568,4.23410650459726,0,62,0,3,5.633679455039925
2300.691547,25905,4.1588830833596715,21,12,0,1,5.715052066914432
25360.10404,21442,4.6913478822291435,16,83,0,2,6.252674299228648
4374.038985,34516,4.736198448394496,12,70,3,1,3.7830720096088153
4953.358432,0,4.23410650459726,11,90,0,4,5.839094670708648
4590.811214,28354,4.77912349311153,33,20,0,1,5.772461708074986
5062.37379,0,4.290459441148391,22,58,0,5,5.848171377281505
9075.768214,37722,4.762173934797756,8,23,0,8,5.069391529997639
8133.157212,32021,4.2626798770413155,12,58,0,2,5.820082930352362
2869.301319,13393,4.30406509320417,31,11,0,1,3.5753801862585575
27937.75093,13624,4.770684624465665,4,11,0,2,6.332568896055757
2606.186321,27800,4.219507705176107,9,78,0,1,5.776413165691109
7764.273102,58419,5.2574953720277815,29,6,0,1,5.315512710578395
18380.39026,50407,4.532599493153256,30,67,0,2,5.866640189426431
6102.953572,0,4.442651256490317,0,76,0,4,6.75384329033254
9191.672825,77603,4.74493212836325,10,83,0,8,6.306640183868685
9581.281433,75606,4.787491742782046,6,97,0,7,6.34948858061601
7532.262392,41458,4.59511985013459,6,67,0,3,5.258017251450023
2795.321353,0,4.31748811353631,6,61,0,1,6.0444506412761685
5673.840992,0,4.418840607796598,13,87,0,7,6.100321857845438
15016.18511,70619,5.236441962829949,2,84,0,3,5.686801212364078
3087.249746,41273,4.356708826689592,16,19,0,1,5.403698014003217
5480.701059,46946,4.2626798770413155,10,37,0,9,5.820082930352362
7944.973807,0,4.736198448394496,10,97,0,9,6.297845696992248
8543.247323,99180,4.672828834461906,15,20,0,3,3.548233872694766
5380.898636,55350,4.219507705176107,0,13,0,9,5.776413165691109
4650.063763,28215,4.189654742026425,15,26,0,3,6.150602768446279
36946.06393,75425,4.762173934797756,25,88,1,2,6.499251259556806
3314.55133,63583,4.430816798843313,15,8,0,1,5.126339667125928
4566.377261,0,4.204692619390966,27,28,0,3,6.165837934052762
5597.12496,37995,4.941642422609304,16,50,0,1,6.504587529922656
2540.551456,37125,4.1588830833596715,29,78,0,1,5.676451335296882
2939.330187,53357,4.30406509320417,4,77,0,1,4.031049960429302
16068.34838,70140,5.298317366548036,25,15,0,7,6.862967096192003
7360.873696,52380,5.231108616854587,27,76,2,1,6.795482036499351
2700.985899,79292,4.219507705176107,18,58,0,1,4.032375217921522
3095.705571,0,4.532599493153256,31,24,1,1,6.654013929394392
4383.751482,0,4.820281565605037,14,97,0,1,7.300700167219267
9928.874825,75425,4.820281565605037,3,49,0,6,6.715139481440786
2399.17815,20992,4.174387269895637,21,73,0,1,5.730748922886015
3402.777293,57428,4.454347296253507,34,40,1,1,6.029843069179431
8711.302422,92606,4.700480365792417,26,75,0,3,5.66447957225881
4358.762008,86001,4.700480365792417,4,27,1,1,6.261873290889306
2551.226692,79751,4.1588830833596715,15,67,0,1,5.974409172554842
5642.747998,68654,4.276666119016055,32,21,2,9,5.342566220273393
4151.667368,0,4.127134385045092,7,71,3,9,5.346597214814169
2842.025913,92629,4.290459441148391,22,1,3,1,4.124642330842923
8791.444942,54094,4.727387818712341,9,51,0,4,6.222566210481109
8268.272933,95419,4.2626798770413155,6,61,3,2,5.820082930352362
8581.637267,66466,4.276666119016055,20,35,0,2,5.6836347590238905
5244.40475,68131,4.875197323201151,22,27,0,1,5.427623304499565
8509.019846,56481,4.672828834461906,7,17,0,3,5.614040507541765
4743.615503,70082,4.787491742782046,17,23,0,1,6.34948858061601
22754.66137,51437,4.7535901911063645,35,30,0,2,5.501611882689238
5335.015944,0,4.30406509320417,6,97,0,9,6.266441247062209
6966.319103,27972,4.51085950651685,13,7,0,8,5.486118081137535
21205.37785,24930,4.343805421853684,7,16,0,2,5.9020867359567655
4271.200049,26245,4.709530201312334,6,43,0,1,3.812967946308195
5580.818466,57883,4.248495242049359,4,0,0,9,6.070386220503484
2224.089639,0,4.174387269895637,20,4,0,1,6.182616191179879
2709.539796,58828,4.23410650459726,13,98,0,1,6.104237817039704
2890.338106,51906,4.30406509320417,29,78,0,1,5.929229137106046
6403.577368,28095,4.418840607796598,18,2,0,8,5.977872593588515
5981.381645,88723,4.31748811353631,12,94,0,8,5.875492370855561
6225.022266,53078,4.382026634673881,29,81,2,8,5.308149274547911
8496.358981,88895,4.672828834461906,0,87,0,8,5.35121104738376
10213.99111,60078,4.852030263919617,23,60,0,3,4.954558238906651
4547.162694,0,4.219507705176107,26,4,0,3,5.776413165691109
5741.696078,45820,4.276666119016055,4,89,0,8,5.5244279359077675
2388.353882,0,4.30406509320417,12,84,0,1,6.520578319573228
12624.96121,12439,4.7535901911063645,22,78,0,2,6.315358001522335
8382.478392,25998,4.276666119016055,16,38,0,2,6.675669416617047
4964.666365,98451,4.143134726391533,19,57,0,3,5.760625423186646
2871.437451,23803,4.290459441148391,11,90,0,1,6.019926925681179
13080.78528,0,4.8283137373023015,12,58,0,2,6.390576181243971
2482.411991,26100,4.219507705176107,6,29,0,1,6.180844468269383
2726.834065,0,4.30406509320417,8,63,0,1,5.93469269119195
4776.186527,0,4.219507705176107,10,38,0,9,5.756423402411191
6091.89923,65252,4.3694478524670215,27,75,0,9,6.1810263094100835
5015.009472,48567,4.875197323201151,12,15,0,1,6.437751649736401
9035.671134,34337,4.736198448394496,20,44,0,9,6.297845696992248
4381.880534,20394,4.7535901911063645,28,84,0,1,6.233655063807225
5775.517825,0,4.343805421853684,20,17,0,6,6.666462326689719
4250.282624,0,4.127134385045092,17,1,1,7,5.682899263739777
2347.048112,31617,4.143134726391533,17,29,1,1,5.502357226813212
6940.069184,0,4.143134726391533,31,30,1,2,5.69910488510509
2572.506605,21104,4.204692619390966,34,74,0,1,4.782939513758776
41491.74481,37748,5.204006687076795,21,22,2,2,6.768263300163538
3571.346578,0,4.574710978503383,19,30,0,1,6.086005133123688
12734.21253,25023,4.418840607796598,31,38,0,2,5.986803340543902
4529.112791,0,4.143134726391533,22,57,0,9,5.606405336497814
4177.876779,14108,4.700480365792417,27,88,0,1,6.261873290889306
9824.745841,23923,4.418840607796598,29,61,1,2,5.977872593588515
2430.801647,0,4.219507705176107,1,19,0,1,5.776413165691109
19160.98994,22705,5.480638923341991,19,59,0,7,7.166806695099171
3301.518961,0,4.499809670330265,10,83,0,1,6.059590376155582
4692.098956,0,4.248495242049359,31,89,0,5,6.230329369086
8092.87696,50825,4.634728988229636,3,46,0,3,5.9151630567204325
3964.534974,14616,4.672828834461906,16,23,0,1,6.3565593173642165
2497.531509,0,4.248495242049359,5,74,0,1,5.6108681275513215
9656.212573,29504,4.836281906951478,16,29,0,9,7.111155976413701
8888.143979,58789,4.718498871295094,4,69,0,3,5.377307944003562
7347.410517,29491,4.127134385045092,26,62,0,2,5.682899263739777
8578.364528,78077,4.68213122712422,11,47,2,6,6.084657619238731
3467.323976,0,4.574710978503383,2,53,0,1,6.684925634643977
8901.468512,76558,4.31748811353631,2,45,0,2,5.384405210128606
2619.337376,78618,4.204692619390966,7,56,0,1,5.423092968241157
8838.085637,82664,4.74493212836325,24,10,3,9,4.9010109530927695
10127.77087,23053,4.890349128221754,5,97,0,8,6.6617801201142175
4633.452912,50250,4.770684624465665,3,93,0,1,6.332568896055757
7796.000083,32169,5.298317366548036,0,74,0,1,6.668003928469222
2993.024583,0,4.394449154672439,28,97,0,1,5.659885542078131
7985.472561,99069,4.204692619390966,7,28,0,2,4.362368702408871
3508.569533,20978,4.59511985013459,19,96,1,1,7.070960952617168
2722.210707,17576,4.276666119016055,29,70,0,1,5.990221144403133
2783.583044,42297,4.276666119016055,29,62,0,1,5.305227089335151
8649.997286,0,4.7535901911063645,0,3,0,3,6.71610707834583
4652.91278,0,4.1588830833596715,21,23,0,7,5.025400726589869
8395.806331,0,4.709530201312334,22,72,0,9,5.088166635543206
8804.53711,48990,4.31748811353631,3,20,0,2,5.875492370855561
7155.337765,16916,4.174387269895637,31,31,0,2,5.936250288936777
3954.344534,18375,4.6443908991413725,8,50,0,1,6.284283918513313
15032.9003,17150,4.189654742026425,28,19,0,2,6.5378516360806085
8257.666512,23815,4.30406509320417,4,47,0,2,6.052865728500435
9256.918609,21947,4.77912349311153,30,76,0,9,6.341064522374751
6507.751779,0,4.584967478670572,4,11,0,4,6.761826981859549
2530.705137,89451,4.1588830833596715,11,2,0,1,4.139470306312008
5482.549359,79325,4.23410650459726,4,31,0,4,5.530598328286109
4050.506193,88454,4.624972813284271,8,89,0,1,5.735764861913394
6326.679236,0,4.477336814478207,2,41,0,3,6.0369158100119
2627.76229,20943,4.248495242049359,0,86,0,1,5.484799257139407
7814.604545,51972,4.204692619390966,19,22,0,2,5.761422254102616
6314.579645,54408,4.382026634673881,29,17,0,4,5.667567189742263
6386.278164,23751,4.418840607796598,4,9,1,7,6.37659378937356
2537.969253,37612,4.174387269895637,0,32,0,1,5.730748922886015
5335.375586,91603,4.248495242049359,4,92,2,3,6.160516407963659
4549.079221,0,4.143134726391533,12,53,0,3,6.462652340579431
4836.21886,16450,4.859812404361672,6,81,0,1,6.77134496337569
6478.801192,50864,4.430816798843313,18,86,1,4,5.07118444326078
